race,g1classsize,g1treadss,g1tmathss
2, , , 
2, , , 
2, , , 
1, , , 
2,21,514,515
1,14,564,562
1,15,485,500
1,15,512,502
2, , , 
1,22,530,542
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
2,22,495,526
2, , , 
2, , , 
2, , , 
1, , , 
1,13,451,518
2,21,441,477
2, , , 
1, , , 
2, , , 
1, , , 
 ,26, , 
2, , , 
2, , , 
2,18,463,538
1, , , 
1, , , 
2, , , 
1, , , 
2,23,454,538
 , , , 
1,18,548,515
1, , , 
 ,30, , 
1,27, ,529
2, , , 
2,25,460,484
2,29,463,505
2, , , 
2,26,558,512
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
2,22,507,549
 , , , 
2, , , 
2, , , 
1,24,448,486
2, , , 
1,21,564,545
1, , , 
1, , , 
1,22,524,542
1,21,604,584
1, , , 
 , , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,25,447,472
1, , , 
1,24, , 
2, , , 
1, , , 
2, , , 
1,23,483,578
1, , , 
2, , , 
2,15,530,553
2,29,425,479
 , , , 
 , , , 
1, , , 
1, , , 
2, , , 
2,15,426,458
1, , , 
2,26,516,553
1, , , 
1, , , 
1,25, , 
1, , , 
 , , , 
1,20,629,612
1,26,472,542
2,16,444,481
1,25,524,532
1,15,651,627
1,23,521,510
1,23,544,545
1, , , 
1, , , 
3,24,604,545
1, , , 
1, , , 
1,19,548,601
1,24,516,542
2, , , 
1,22,483,505
1,17,629,627
1,30, , 
1, , , 
2, , , 
1, , , 
1, , , 
1,15,540,523
1, , , 
1,27,527,578
1,17,521,572
2,24,533,518
1,23,509,512
1, , , 
2,22,477,512
1, , , 
1, , , 
1,23,651,612
1, , , 
2,27,521,510
1, , , 
1, , , 
1, , , 
1, , , 
1,18,540,512
1,26,503,535
1,15,519,486
1, , , 
1,22,492,507
1,23,492,502
1, , , 
1,15,536,532
2,21,564,518
1,23,530,526
5, , , 
1, , , 
2,22,477,486
1,20,590,526
1,21,516,510
1,22,629,676
1, , , 
2,21,483,518
1,13,509,518
1,13,571,557
1,17,507,535
1, , , 
1,23,521,545
1,17,651,601
1,15,483,553
1,26,474,549
1, , , 
2,16,514,461
2,22,428,468
1, , , 
1, , , 
1,17,533,529
2, , , 
1,26,604,523
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1,22,495,538
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1,23,490,490
2,25,579,612
2,22,490,510
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1,18,514,529
1, , , 
2, , , 
1, , , 
1,26,480,512
1, , , 
2, , , 
1,21,558,567
2, , , 
1, , , 
1, , , 
2, , , 
2,13, , 
2, , , 
4,22,536,627
1,27, ,520
2,19, , 
2, , , 
1,23,503,557
1,21,516,507
2, , , 
1,26,505,458
2, , , 
1, , , 
1, , , 
2, , , 
2,22,442,472
1, , , 
1,25,503,538
1,25,519,542
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1,23,558,584
2, , , 
2, , , 
2, , , 
2,24,540,529
1,22,488,502
2,23,524,510
2, , , 
2,16,495,502
1,24,536,535
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
2, , , 
1,23,629,567
2, , , 
2, , , 
1, , , 
1,23,571,553
1,23,512,486
1, , , 
1, , , 
2, , , 
1,23,472,470
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2,18,447,463
1, , , 
2,20,505,542
2, , , 
2, , , 
1,21,604,515
1,24,465,488
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2,24,456,490
 , , , 
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1,24,571,520
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2,24,524,562
1,25,490,526
2, , , 
2, , , 
1, , , 
1,17,490,486
1, , , 
2,23,544,627
1,15,471,474
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2,18,516,542
2, , , 
1, , , 
 , , , 
2,16,477,545
2, , , 
1, , , 
2,17,540,458
2, , , 
2, , , 
2, , , 
1, , , 
1,14,530,500
1,26,480,486
1,25,516,545
6,27,453,523
1, , , 
1,26,468,520
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1,24,478,507
1, , , 
1, , , 
2, , , 
2, , , 
2,29,503,538
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2,17,447,446
1, , , 
1, , , 
 , , , 
2, , , 
2,24,507,532
1,13,453,502
1, , , 
2, , , 
1,25, ,486
2,20,490,545
1,22, ,472
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1,17,571,578
2, , , 
2,29,564,542
2, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1,22,571,549
1, , , 
2, , , 
3,22,524,520
2,22,495,518
1,24,503,510
2,14,590,510
2, , , 
2, , , 
1,19, , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,21,553,507
2, , , 
2,16,477,502
1, , , 
2,22,475,490
2,25,475,507
2, , , 
2, , , 
1,20, ,463
1, , , 
1,22,468,545
1,22,501,592
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2,24,451,468
2, , , 
1,21,442,502
1, , , 
1,23,558,592
2, , , 
1,23,536,529
2,14,516,542
1,26,503,479
1,17,495,518
1,22,651,592
1,14,579,627
2,22,478,567
1, , , 
1,14, ,446
1,17,629,676
1,20,604,557
1,20,564,584
1,14,553,584
1, , , 
1,27,604,526
1,22,590,612
1, , , 
1,22,488,562
1,13,469,523
1,21,590,592
1,17,604,529
1,22,629,612
1,16,494,526
1,24,651,526
1,20,548,592
1, , , 
2, , , 
1,20,478,493
1,21,590,578
1,26,469,477
1,27,492,532
1,17,571,562
1,17,604,562
2,29,519,535
1,21,514,486
1, , , 
 , , , 
1,22,604,612
1, , , 
2, , , 
1,27,457,505
1, , , 
1,21, ,477
1,25,434,451
2,17,544,523
1,28,459,518
1,23,466,542
1,15,524,545
1, , , 
1, , , 
1,26,441,472
1,17,524,535
1,22,519,523
1, , , 
1, , , 
2,14,651,567
1,22,651,627
1, , , 
1, , , 
1,21,495,510
2,19,544,512
1,26,536,535
1,14,544,601
1,26,439,486
1, , , 
1,23,604,584
1,21,553,545
1,23,505,535
1, , , 
2,15,505,567
2,16,444,484
1,17,487,532
1,17,571,578
1,26,505,481
1,26,512,526
1,22,536,542
1,20, , 
2,23,469,529
1,15,590,601
1,27,428,490
1, , , 
1,15,571,584
1,20,558,584
1, , , 
2, , , 
1,26,571,592
1,20,579,572
1,22,564,578
1,27,540,538
1, , , 
1,21,558,542
1,20,629,526
1,20,579,584
1,14,590,584
1,17,512,532
1,22, , 
1,26,564,549
1,17,509,495
1,19,475,512
2, , , 
1, , , 
1,26,571,592
1,27,553,592
1,23,540,507
1, , , 
1,23, , 
1,22,579,562
1,26,553, 
1,26,480,472
1, , , 
1,14,579,578
1,26,540,549
1,15,530,549
2, , , 
1, , , 
1,20,505,567
1,22,651,592
1,26,434,461
1,26,509,557
1,21,651,520
1,20, , 
1, , , 
1, , , 
1, , , 
1,21,516,529
2,23,469,468
1, , , 
1,25,524,578
1,20,544,572
1,26,530,520
1,26,527,529
1,26,519,518
1,21,629,612
1,21,629,592
1, , , 
1,21,514,545
1,21,629,572
1,21,527,592
1,20,459,510
1,20,527,542
2,22,457,502
1,21,651,627
3,22,571,557
1,26,456,490
1,22,490,502
1, , , 
2, , , 
2, , , 
1,26,460,481
1,21,505,518
1, , , 
1,30, ,549
1, , , 
1,20,480,512
1,20,604,601
1,26,475,486
1, , , 
2,24,629,481
1,22,488,523
1,27,590,567
1,26,447,463
1,27,629,549
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,22, , 
1,21,579,612
1,26,494,441
1, , , 
1, , , 
1,15,553,538
1, , , 
1,26,558,505
2, , , 
2,22,460,472
1,26,465,507
2,29,524,562
1,22,475,532
1,24,483,500
2,18,468,477
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
2,19,521,523
2,21,548,515
2, , , 
1, , , 
2, , , 
 , , , 
1, , , 
1,16,441,500
1,21,533,542
2, , , 
2, , , 
2, , , 
2,20,468,523
1, , , 
2, , , 
1,18, ,493
1, , , 
1, , , 
1, , , 
2,21,459,463
2, , , 
1,21,505,518
2,15,436,484
2, , , 
 , , , 
1,22,629,572
2, , , 
2, , , 
2, , , 
1, , , 
 , , , 
2, , , 
1,20,507,592
2,22,488,502
2, , , 
1,22,590,572
1, , , 
2, , , 
1,24,514,562
1, , , 
1, , , 
 , , , 
1, , , 
1, , , 
2, , , 
1,22,497,526
1, , , 
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1,22,571,592
1, , , 
2, , , 
1,23,512,495
2,20,438,507
2, , , 
1, , , 
2, , , 
1, , , 
2,24,465,488
2, , , 
1,29,462,532
1, , , 
1,23,540,572
1, , , 
1,15,459,497
2, , , 
1, , , 
2,27,519,538
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1,24,564,542
1,25,447,484
 , , , 
2, , , 
1,15,453,490
2,17,524,518
1,22,590,542
2,15, ,529
1, , , 
2,24,505,518
1,17,629,627
2, , , 
2, , , 
1, , , 
2, , , 
1,19,571,515
1,21,509,523
2, , , 
1, , , 
2,18,457,497
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
3, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2,22,533,529
2, , , 
1, , , 
1, , , 
1, , , 
1,28, , 
1,22,465,468
2, , , 
2, , , 
1, , , 
2, , , 
2,20,433,477
2,18,507,532
1,19,527,532
1, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1,23, ,518
2,21,480,461
4, , , 
2, , , 
1, , , 
1, , , 
1,23,483,567
1,18,444,479
2, , , 
2, , , 
4, , , 
1, , , 
2, , , 
1, , , 
2,22,475,520
2, , , 
 ,23, , 
1, , , 
2, , , 
2, , , 
1,28,544,584
2, , , 
3,13,501,515
2, , , 
1, , , 
2,21,462,474
2, , , 
2,16,530,532
2, , , 
2,24,438,495
1,23,629,612
2,21,483,520
1,21,590,557
1, , , 
2,22,448,454
5,21,453,497
2, , , 
2,20,590,584
2, , , 
1, , , 
1, , , 
1,22,544,532
2, , , 
2, , , 
2, , , 
2, , , 
1,15,579,584
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2,18,499,538
2, , , 
2, , , 
 , , , 
2, , , 
2,20,503,472
1, , , 
 ,26, , 
2, , , 
2, , , 
1, , , 
1, , , 
1,22,629,523
1,21,474,510
2, , , 
1,20,494,542
2, , , 
1,25,448,472
1, , , 
1, , , 
2, , , 
1, , , 
1,24,651,542
1, , , 
2,21, , 
2, , , 
1, , , 
1,22,442,468
1,25,553,515
2, , , 
1, , , 
2, , , 
2,24,428,446
1,15,527,578
2, , , 
2, , , 
3,28, , 
2, , , 
1, , , 
2, , , 
1,26,533,562
2, , , 
1, , , 
1,22,533,578
2, , , 
1,18,497,497
1,17,629,676
1,13,519,538
1,25,499,549
1, , , 
1,21,478,529
1,26,604,578
1,23,558,601
1,23,492,500
2, , , 
1,14,482,557
1,23,544,526
1,23,590,578
1,23,503,584
1, , , 
1, , , 
1,18,564,488
1,17,544,526
1, , , 
2, , , 
1, , , 
1, , , 
1,24,536,493
1, , , 
4,15,468,510
1,21,544,578
2,29,533,529
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,21,514,488
1,13,468,497
2, , , 
1, , , 
1, , , 
1,18, , 
1, , , 
2, , , 
1,22, , 
1, , , 
1, , , 
 , , , 
1, , , 
2,22,471,502
2,22,512,542
2,22,419,433
2, , , 
2,22,417,449
2, , , 
1, , , 
 ,22,492,523
1, , , 
1,22, , 
1, , , 
2,17,553,507
1, , , 
2, , , 
2, , , 
1,22,487,562
2, , , 
2, , , 
1,18,530,545
2, , , 
2, , , 
2,23,487,490
1, , , 
1,22,530,507
3, , , 
1,19, , 
1,26,490,529
2, , , 
1,25,442,505
1, , , 
2, , , 
2, , , 
2, , , 
2,16,527,510
2, , , 
2, , , 
2,23,495,532
1, , , 
1, , , 
2,24,516,578
2, , , 
1, , , 
1, , , 
2,22,450,484
 , , , 
1,28, , 
2, , , 
2, , , 
2, , , 
2, , , 
1,26,478,461
2, , , 
2, , , 
 , , , 
1,17,488,532
1, , , 
2,24,456,441
1,25,553,557
2, , , 
1, , , 
2,21,478,488
2, , , 
2,29,485,538
2, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2,22,492,518
1,26,558,532
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,22,544,549
1, , , 
2, , , 
1, , , 
1,21,533,592
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1,23, , 
2, , , 
2, , , 
2, , , 
2, , , 
1,25,521,545
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2,24,457,468
2, , , 
1, , , 
1, , , 
1, , , 
1,19,505,545
1, , , 
1, , , 
1,27,548,592
 , , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,21,509,493
1,29,457,454
2,21,475,488
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1,21,533,518
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2,16,490,515
1,23,507,461
2, , , 
2,23,430,441
1, , , 
2, , , 
1,21,604,584
1, , , 
2, , , 
2, , , 
1,23,474,500
1,20,483,532
1, , , 
1, , , 
2,21,514,545
1, , , 
2, , , 
1, , , 
2,23,441,490
1,18,519,549
1, , , 
1, , , 
1, , , 
2,19,480,472
2,23,524,567
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
5, , , 
1,19,433,479
1, , , 
1,25,590,545
2, , , 
2, , , 
2, , , 
2, , , 
1,26,501,507
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,19,651,601
1, , , 
 , , , 
2,22, , 
2, , , 
1, , , 
1,17,457,449
2, , , 
 , , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1,22,474,488
1,15,471,535
2,27,530,538
1,24,450,505
2, , , 
2,21,494,493
1, , , 
1, , , 
1,20,651,627
1, , , 
2, , , 
1,22,564,557
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,22, ,584
1,26,465,532
1,26,651,562
2,22,456,497
1,17,571,584
1, , , 
1,23,604,584
1, , , 
2, , , 
2, , , 
1,15,485,502
1, , , 
1, , , 
1, , , 
1,23,512,584
2, , , 
2, , , 
1, , , 
1, , , 
2,21,472,481
1, , , 
2, , , 
2, , , 
2, , , 
2,17,465,472
1,15,482,510
1, , , 
1, , , 
2, , , 
2, , , 
2,22,530,512
2, , , 
1,27,469,520
1, , , 
1, , , 
1, , , 
2,24,544,592
1,21,495,518
1, , , 
1, , , 
1,19,548,538
2,24,505,507
2, , , 
2,22,472,518
2,24,487,490
 ,19, , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1,22,505,549
2, , , 
 , , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2,24,460,532
1,23,456,542
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
2, , , 
2,24,495,545
2,15,450,515
 , , , 
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,24,483,490
1,27,505,520
1,24,483,512
1,20,629,549
1,19, , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2,20,416,488
2, , , 
2, , , 
2, , , 
 , , , 
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2,17,590,549
2,22, , 
2,22,436,470
1, , , 
2, , , 
1, , , 
1,26,419,465
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1,18, ,441
2, , , 
1,15,444,505
2,23,477,526
2, , , 
2, , , 
1, , , 
 , , , 
1, , , 
1, , , 
1,23,629,592
1,15,501,520
1, , , 
1,13,604,567
2, , , 
2,22,494,557
1, , , 
2,21,494,538
1, , , 
2, , , 
1, , , 
2,21,540,493
2, , , 
2, , , 
1,27,501,502
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
 , , , 
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2,24,571,572
2, , , 
1,20,544,472
2, , , 
1,18,590,572
1, , , 
2, , , 
2,21,516,529
1, , , 
4, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,19, ,535
1,15,516,562
2, , , 
1,25,505,592
1,17,558,523
1, , , 
2, , , 
2,19,463,510
1,27,444,500
1,21,459,578
2, , , 
1,22,521,535
2, , , 
2,25,540,542
2,22,483,472
1, , , 
1,24,527,535
1, , , 
2,17,465,529
2, , , 
2,22,477,456
2, , , 
2,21,505,512
1,23,469,518
1, , , 
2,22, ,601
1, , , 
2, , , 
1, , , 
2, , , 
1,26, , 
2, , , 
1, , , 
1,29,477,584
2,23,442,449
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,22,548,584
2, , , 
1,22, ,439
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2,21,536,518
1, , , 
1, , , 
4, , , 
1, , , 
2,15,475,495
2,21,460,515
2, , , 
1, , , 
1, , , 
 , , , 
5,17,540,502
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1,15,444,495
1,20,482,510
1,20,629,612
2,21,571,465
1, , , 
2, , , 
2,22,478,461
1, , , 
1, , , 
1, , , 
1,25,604,601
1, , , 
 , , , 
2, , , 
2,24,530,612
2, , , 
1, , , 
2, , , 
1,23,604,567
2, , , 
1, , , 
1,21,527,578
 , , , 
1,26,472,490
2, , , 
1, , , 
2, , , 
2,21,478,502
2, , , 
2, , , 
2,29,514,515
1, , , 
2,26,448,477
2,24,468,518
1, , , 
2,22,460,436
2,22,434,507
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2,22,456,507
2,15,460,463
2,21,423,468
2,24,459,518
2, , , 
1, , , 
4, , , 
1, , , 
2,26,456,490
1, , , 
2, , , 
2, , , 
1, , , 
5,16, , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1,30, ,538
1,20,651,601
2,20,462,495
1,20,430,463
6,14,604,592
1,24,507,526
1,25,454,490
1, , , 
1, , , 
1,13,571,562
1,21,651,612
2,17,521,510
1,21,629,567
1,21,530,532
1,21,629,526
1,15,488,515
1,15, , 
1,15,480,549
1,15,460,510
1,15,651,562
1, , , 
1,22,548,535
1,22,629,612
1,23,536,529
1,22,524,549
1,15,629,601
1,23,564,592
1,22,590,567
1,23,536,529
1,22,544,612
1,22,629,592
1,22,604,557
1,15,490,520
1, , , 
1, , , 
1,22,451,474
1, , , 
1, , , 
1,26,499,520
1,15,651,549
1,15,519,538
1,24,516,592
2,24,558,510
1,14,558,601
2, , , 
1, , , 
2, , , 
2, , , 
2,21,428,463
2,25,414,422
1, , , 
2,15,530,505
1,18,571,584
1, , , 
2, , , 
1, , , 
1,21,462,484
1, , , 
1,22,482,486
1, , , 
1, , , 
1,30, , 
1,19, ,584
1, , , 
1,14,651,627
2,22,530,486
2, , , 
1,22,492,523
2, , , 
2,24,465,474
1,15,579,612
1,27, ,523
1,24, , 
1,27,438,518
1,14,494,557
1,21,512,502
4,14,651,612
1, , , 
1, , , 
1,26,544,535
3,16,590,557
1, , , 
1, , , 
1,22,629,612
2,14,571,510
1, , , 
1,26,604,592
1,23,651,601
1,21,530,549
1, , , 
1,20,474,549
1,17,488,562
1, , , 
1, , , 
1,30, ,584
1, , , 
1,17,629,592
1, , , 
1,19,553,601
4,20,629,562
1, , , 
1,15,579,578
1, , , 
1, , , 
 , , , 
1, , , 
1,26,492,512
1,28,540,523
1,14,579,535
1, , , 
2, , , 
1,13,564,535
2,25,571,542
1, , , 
1,22,505,545
1,13,564,578
6,14,558,542
1, , , 
1, , , 
1, , , 
1,29, , 
1, , , 
1,13,521,578
4, , , 
1,20,497,510
1,17,533,557
2,26,482,518
1, , , 
1,22,494,584
1, , , 
1,24,553,553
1, , , 
1, , , 
1,21,536,584
3,17,540,505
1, , , 
1,15,487,549
1,21,579,553
1,25,439,472
1,15,524,612
1,15,514,479
1,15,521,542
1,15,468,490
1,15,564,545
1,15,590,584
1,15,604,545
1, , , 
1,15, , 
1,15,459,481
1, , , 
1,23,536,562
1, , , 
1,15,564,526
1,23,564,532
1,22,604,601
1, , , 
1,23,453,451
1,22,527,529
1,22,482,500
1,22,651,612
1,23,564,529
1,23,558,538
1,22, , 
1,23,579,612
1, , , 
1,23,564,523
1, , , 
1,22,579,601
1, , , 
1,23,439,470
1, , , 
1,23,512,490
1,23,629,612
1,22,590,549
1, , , 
1, , , 
1,22,475,481
1, , , 
1, , , 
1,15,492,463
1,22,492,510
1,23,604,538
1,21,558,553
1, , , 
4, , , 
6, , , 
2, , , 
2, , , 
2,18,530,549
3,22,590,562
1,23,492,470
2, , , 
1, , , 
1, , , 
1,24,548,612
1,24,579,562
1,24,514,567
1,24,519,535
1, , , 
2,14,571,572
1,13,492,515
1,23,579,592
1,25,530,549
1,25,439,463
1,23,453,502
1,24,519,542
1,23,651,545
1,23,509,505
1,14,540,520
2,23,519,468
1,24,477,490
1,23,462,500
1, , , 
1,25,558,518
2,15,447,463
2,22,501,572
2,22,527,562
2,22,444,454
2, , , 
2,22,448,461
2, , , 
2,23, , 
2,22,485,515
2,15,519,529
1,25,501,493
2, , , 
1, , , 
2, , , 
2,25,472,474
2, , , 
1,24,466,493
2,14,497,500
2,21,460,484
2,21,483,468
2, , , 
2, , , 
2, , , 
1, , , 
2,24,475,502
1, , , 
2,15,516,578
1,23,524,578
1,20,590,578
1, , , 
2, , , 
2,18,544,567
1,15,590,572
1, , , 
1,21,527,510
1, , , 
1, , , 
1, , , 
1,27,463,500
1,17,590,612
1,26,604,526
1, , , 
1, , , 
1, , , 
1,30, , 
1, , , 
1,30, , 
1,13,629,578
1,24,519,567
1,23,521,553
1, , , 
1,17,579,553
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,15,524,512
2,25,412,446
2, , , 
2, , , 
2, , , 
1,24,519,567
2,24,475,493
1,21,579,518
1, , , 
1,24,454,481
1,24,553,601
1,26,512,518
1,20,536,515
1,21,527,520
1,19,469,505
1,21,590,584
1, , , 
1, , , 
4,13,590,572
1,15,604,601
1,23,503,529
1,30, ,523
1,21,579,584
1,25,553,578
1, , , 
1,21,536,584
1, , , 
1, , , 
1, , , 
1,22,527,507
1, , , 
1,26,604,578
1,13,466,470
1,14,533,545
1,23,571,549
6,21,571,495
2, , , 
1,24,509,505
2,22,444,470
1,16,530,523
1, , , 
1,29, ,512
1,25,604,592
1, , , 
1,24,466,465
1,15,629,535
1, , , 
1, , , 
1,17,507,507
1, , , 
1,24,590,578
1,18,472,510
1,16,463,479
1, , , 
1, , , 
1, , , 
1,24,530,572
1,23,604,592
1,20,536,567
1,16,533,505
1,15,564,562
1,19,501,495
1,27,558,502
1,30, ,535
1, , , 
1, , , 
1, , , 
1,25,524,532
1, , , 
3, , , 
1,15,524,557
1,21,521,488
1,23,651,572
1,22,524,512
1,24,590,532
1, , , 
1,21,436,479
1,20,494,512
1,23,507,520
1,15,544,526
1,23,536,567
1,17,590,572
1,24,564,653
1,17,590,515
1,22,553,523
1,24,485,512
1,23,495,505
1,21,519,535
2, , , 
1,22,488,538
1,23,521,510
1,13,629,584
1, , , 
1,17,564,653
1,24,579,601
1,26,514,512
1,22,540,562
1,17, , 
1,24,474,474
1,27,474,479
1, , , 
1,14,524,529
1,14,451,505
1, , , 
1, , , 
2, , , 
1,14,629,592
2, , , 
1,15,485,553
2, , , 
1, , , 
1, , , 
1,22,516,512
1,24,462,493
1,22,651,572
1,14,629,567
1,21,590,538
1, , , 
1,21,564,535
1, , , 
1,22,548,515
1, , , 
1, , , 
1, , , 
2,23,558,553
1, , , 
1,23,540,507
1,21,503,515
1, , , 
1, , , 
1,22,544,567
1, , , 
1,27, , 
1, , , 
3, , , 
1, , , 
1, , , 
2, , , 
1,22,480,567
1,13,629,545
1,28,480,490
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,15,536,518
 , , , 
1,17,431,520
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2,26,495,562
1,19,468,510
2,21,448,538
2, , , 
1,16,497,441
2, , , 
2, , , 
1, , , 
2, , , 
2,18,629,549
1,23,501,549
2, , , 
1, , , 
1, , , 
1,20,497,486
2, , , 
3,21,438,454
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1,17,488,545
1, , , 
2, , , 
2,28,478,532
 , , , 
2, , , 
2, , , 
2, , , 
1, , , 
3, , , 
2,21,487,523
2, , , 
1,23,487,545
1, , , 
1,23,487,515
1, , , 
2, , , 
2, , , 
2, , , 
1,22,490,507
2, , , 
1, , , 
 , , , 
2, , , 
2,13,492,479
1, , , 
 , , , 
2, , , 
2, , , 
 , , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,23,579,578
1,13, , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
 , , , 
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
